Epoch 1/100, Train Loss: 14.37190201986581, Val Loss: 0.008519956301897764
Epoch 2/100, Train Loss: 0.008907383857294917, Val Loss: 0.007213084744289517
Epoch 3/100, Train Loss: 0.007413299155887216, Val Loss: 0.0064607641287148
Epoch 4/100, Train Loss: 0.006883843722753227, Val Loss: 0.005887301862239838
Epoch 5/100, Train Loss: 0.006245590189937502, Val Loss: 0.0057176993787288665
Epoch 6/100, Train Loss: 0.00594415799016133, Val Loss: 0.005332104163244367
Epoch 7/100, Train Loss: 0.005984412839170545, Val Loss: 0.005148403439670801
Epoch 8/100, Train Loss: 0.005905598294921219, Val Loss: 0.004939698870293796
Epoch 9/100, Train Loss: 0.005328698221128434, Val Loss: 0.00485565363895148
Epoch 10/100, Train Loss: 0.005908020120114088, Val Loss: 0.004632342457771301
Epoch 11/100, Train Loss: 0.004951776654925197, Val Loss: 0.004444861952215433
Epoch 12/100, Train Loss: 0.0047831741161644455, Val Loss: 0.004331332133151591
Epoch 13/100, Train Loss: 0.004833785742521286, Val Loss: 0.0042879410414025185
Epoch 14/100, Train Loss: 0.0049138550343923275, Val Loss: 0.004506905409507453
Epoch 15/100, Train Loss: 0.004932545355986803, Val Loss: 0.004182143728248775
Epoch 16/100, Train Loss: 0.00445715831243433, Val Loss: 0.004154522656463087
Epoch 17/100, Train Loss: 0.004408098383573815, Val Loss: 0.003994938088580966
Epoch 18/100, Train Loss: 0.004323568721301854, Val Loss: 0.004071735953912139
Epoch 19/100, Train Loss: 0.0041897180792875586, Val Loss: 0.004083255808800459
Epoch 20/100, Train Loss: 0.0043296454974915835, Val Loss: 0.0038791584130376576
Epoch 21/100, Train Loss: 0.004166239701444283, Val Loss: 0.004108743485994637
Epoch 22/100, Train Loss: 0.004367524196859449, Val Loss: 0.003802453768439591
Epoch 23/100, Train Loss: 0.004573898925445974, Val Loss: 0.004299001735635102
Epoch 24/100, Train Loss: 0.004257360016927123, Val Loss: 0.0037422991590574384
Epoch 25/100, Train Loss: 0.004101981793064624, Val Loss: 0.0036996885715052485
Epoch 26/100, Train Loss: 0.004412747618043795, Val Loss: 0.005408638189546764
Epoch 27/100, Train Loss: 0.004284430147381499, Val Loss: 0.0036308911209926007
Epoch 28/100, Train Loss: 0.004374841505195946, Val Loss: 0.003703038366511464
Epoch 29/100, Train Loss: 0.003819312666892074, Val Loss: 0.003813654724508524
Epoch 30/100, Train Loss: 0.0046447088778950275, Val Loss: 0.003720774054527283
Epoch 31/100, Train Loss: 0.004572689248016104, Val Loss: 0.003732412001118064
Epoch 32/100, Train Loss: 0.003950364162446931, Val Loss: 0.003748251588549465
Epoch 33/100, Train Loss: 0.003931673943880014, Val Loss: 0.0036257014516741038
Epoch 34/100, Train Loss: 0.004490207625785843, Val Loss: 0.00540077056735754
Epoch 35/100, Train Loss: 0.004155799553263933, Val Loss: 0.0038070851750671864
Epoch 36/100, Train Loss: 0.0037003846181323753, Val Loss: 0.003442996838130057
Epoch 37/100, Train Loss: 0.004754059130209498, Val Loss: 0.0037125453725457194
Epoch 38/100, Train Loss: 0.0036530245962785556, Val Loss: 0.00382645751349628
Epoch 39/100, Train Loss: 0.006299988327082246, Val Loss: 0.004548727786168456
Epoch 40/100, Train Loss: 0.005365548562258482, Val Loss: 0.004172086538746953
Epoch 41/100, Train Loss: 0.005509809504728764, Val Loss: 0.004070259830914438
Epoch 42/100, Train Loss: 0.004004532292019576, Val Loss: 0.004406409915536642
Epoch 43/100, Train Loss: 0.004464541189954616, Val Loss: 0.003730283887125552
Epoch 44/100, Train Loss: 0.00428918648394756, Val Loss: 0.0036559523595497013
Epoch 45/100, Train Loss: 0.0038228845596313477, Val Loss: 0.0034806986153125765
Epoch 46/100, Train Loss: 0.003819730506511405, Val Loss: 0.003443841759581119
Epoch 47/100, Train Loss: 0.0039356156293069945, Val Loss: 0.003938290129881352
Epoch 48/100, Train Loss: 0.0033218909468268974, Val Loss: 0.0027142627141438424
Epoch 49/100, Train Loss: 0.0024033264693571255, Val Loss: 0.0021357861976139246
Epoch 50/100, Train Loss: 0.0024683386803371833, Val Loss: 0.002418041687924415
Epoch 51/100, Train Loss: 0.002264330200559925, Val Loss: 0.002588658245513216
Epoch 52/100, Train Loss: 0.0022098032059147954, Val Loss: 0.002143955888459459
Epoch 53/100, Train Loss: 0.0021478706196649, Val Loss: 0.002040215120650828
Epoch 54/100, Train Loss: 0.00214668482192792, Val Loss: 0.001837354259332642
Epoch 55/100, Train Loss: 0.0021178428179700858, Val Loss: 0.003562479338143021
Epoch 56/100, Train Loss: 0.0024218978648423216, Val Loss: 0.0034334961196873337
Epoch 57/100, Train Loss: 0.009351808427891229, Val Loss: 0.007728152517229319
Epoch 58/100, Train Loss: 0.004141174034448341, Val Loss: 0.002538587643066421
Epoch 59/100, Train Loss: 0.002307054429256823, Val Loss: 0.0019170855812262744
Epoch 60/100, Train Loss: 0.0019691430756938644, Val Loss: 0.0018688908847980202
Epoch 61/100, Train Loss: 0.0025997068392462097, Val Loss: 0.0030402965261600912
Epoch 62/100, Train Loss: 0.0029901357187191026, Val Loss: 0.0018872142210602761
Epoch 63/100, Train Loss: 0.002119204821647145, Val Loss: 0.0016902676410973073
Epoch 64/100, Train Loss: 0.0017557865782873705, Val Loss: 0.001730519199045375
Epoch 65/100, Train Loss: 0.0020812930728425273, Val Loss: 0.0016769330448005348
Epoch 66/100, Train Loss: 0.001468333335214993, Val Loss: 0.001661454982822761
Epoch 67/100, Train Loss: 0.0018536284250149039, Val Loss: 0.001860239824745804
Epoch 68/100, Train Loss: 0.0018033533150446602, Val Loss: 0.0015480386390117928
Epoch 69/100, Train Loss: 0.0014072561838838738, Val Loss: 0.001907306700013578
Epoch 70/100, Train Loss: 0.0014055835465842392, Val Loss: 0.0017515945783816277
Epoch 71/100, Train Loss: 0.001383269068755908, Val Loss: 0.0014762624795548619
Epoch 72/100, Train Loss: 0.0015315568407822866, Val Loss: 0.0014357696298975499
Epoch 73/100, Train Loss: 0.0015576660628721583, Val Loss: 0.0015172564442036674
Epoch 74/100, Train Loss: 0.0014552586336503736, Val Loss: 0.0018742344272322953
Epoch 75/100, Train Loss: 0.0016005891800159589, Val Loss: 0.001541775123332627
