Epoch 1/100, Train Loss: 0.3999681069329381, Val Loss: 0.010245648762211203
Epoch 2/100, Train Loss: 0.010232451921328902, Val Loss: 0.0071734385006129745
Epoch 3/100, Train Loss: 0.009702421443071216, Val Loss: 0.020418499298393726
Epoch 4/100, Train Loss: 0.008447855757549406, Val Loss: 0.006602375507354736
Epoch 5/100, Train Loss: 0.00547597129479982, Val Loss: 0.003974004471674561
Epoch 6/100, Train Loss: 0.004563501505181193, Val Loss: 0.005491340849548578
Epoch 7/100, Train Loss: 0.004004289989243261, Val Loss: 0.002995677862782031
Epoch 8/100, Train Loss: 0.0036804066435433924, Val Loss: 0.002694427347742021
Epoch 9/100, Train Loss: 0.0035981809842633083, Val Loss: 0.002566810376010835
Epoch 10/100, Train Loss: 0.0031352246296592057, Val Loss: 0.002541280642617494
Epoch 11/100, Train Loss: 0.0028539594437461346, Val Loss: 0.0023637972329743208
Epoch 12/100, Train Loss: 0.0027939268870977685, Val Loss: 0.0025036059389822187
Epoch 13/100, Train Loss: 0.0032024216785794123, Val Loss: 0.0028569394000805912
Epoch 14/100, Train Loss: 0.003116978803300299, Val Loss: 0.0021991541038732976
Epoch 15/100, Train Loss: 0.0025909995677648114, Val Loss: 0.0020228337321896105
Epoch 16/100, Train Loss: 0.0025125060480786486, Val Loss: 0.0020373329624999315
Epoch 17/100, Train Loss: 0.0025877573317848145, Val Loss: 0.0021924897853750737
Epoch 18/100, Train Loss: 0.002556498364720028, Val Loss: 0.001875094547867775
Epoch 19/100, Train Loss: 0.00252795228647301, Val Loss: 0.001994554883567616
Epoch 20/100, Train Loss: 0.0023000075723393822, Val Loss: 0.001958735416410491
Epoch 21/100, Train Loss: 0.0022006682062055915, Val Loss: 0.0017640882404521107
Epoch 22/100, Train Loss: 0.0021856096337432972, Val Loss: 0.0017885956505779177
Epoch 23/100, Train Loss: 0.002391158321406692, Val Loss: 0.0036156148777808992
Epoch 24/100, Train Loss: 0.003881079465500079, Val Loss: 0.0019712674664333464
Epoch 25/100, Train Loss: 0.0025340678030624985, Val Loss: 0.0022673256869893523
Epoch 26/100, Train Loss: 0.002257964771415573, Val Loss: 0.0018745505425613374
Epoch 27/100, Train Loss: 0.002311375140270684, Val Loss: 0.0018847182928584515
Epoch 28/100, Train Loss: 0.0021221754906582645, Val Loss: 0.0016467917209956795
Epoch 29/100, Train Loss: 0.0020200520285288803, Val Loss: 0.0019439103198237717
Epoch 30/100, Train Loss: 0.0026753552909940482, Val Loss: 0.0019458694069180637
Epoch 31/100, Train Loss: 0.0019722003588685767, Val Loss: 0.0016141183534637094
