Epoch 1/100, Train Loss: 50814.11755931741, Val Loss: 0.037103503849357365
Epoch 2/100, Train Loss: 0.023380793740507215, Val Loss: 0.024742620261386038
Epoch 3/100, Train Loss: 0.02099541996140033, Val Loss: 0.023130866745486856
Epoch 4/100, Train Loss: 0.019875534954480828, Val Loss: 0.023089338801801206
Epoch 5/100, Train Loss: 0.019829284709412604, Val Loss: 0.02303729044273496
Epoch 6/100, Train Loss: 0.019776284801773725, Val Loss: 0.022977456599473953
Epoch 7/100, Train Loss: 0.019716140099335464, Val Loss: 0.02291054612956941
Epoch 8/100, Train Loss: 0.01964908359339461, Val Loss: 0.022835566624999047
Epoch 9/100, Train Loss: 0.01957505867816508, Val Loss: 0.022753052040934564
Epoch 10/100, Train Loss: 0.019493493095505982, Val Loss: 0.0226648457814008
Epoch 11/100, Train Loss: 0.019405257848557084, Val Loss: 0.02256518398411572
Epoch 12/100, Train Loss: 0.01930904352571815, Val Loss: 0.02246170272119343
Epoch 13/100, Train Loss: 0.01920587328262627, Val Loss: 0.02234702540561557
Epoch 14/100, Train Loss: 0.01909511263249442, Val Loss: 0.0222256301343441
Epoch 15/100, Train Loss: 0.018976793847978114, Val Loss: 0.02209848999045789
Epoch 16/100, Train Loss: 0.01885129839647561, Val Loss: 0.02195750454440713
Epoch 17/100, Train Loss: 0.01871769276680425, Val Loss: 0.02181346605531871
Epoch 18/100, Train Loss: 0.018576720252167434, Val Loss: 0.021659677503630518
Epoch 19/100, Train Loss: 0.0184282050980255, Val Loss: 0.02149762664921582
Epoch 20/100, Train Loss: 0.01827270880807191, Val Loss: 0.021328242337331174
Epoch 21/100, Train Loss: 0.018109269137494267, Val Loss: 0.021149048339575528
Epoch 22/100, Train Loss: 0.01794088984141126, Val Loss: 0.02096340285614133
Epoch 23/100, Train Loss: 0.017762960819527506, Val Loss: 0.02077115171588957
Epoch 24/100, Train Loss: 0.017579829299356788, Val Loss: 0.020572209525853397
Epoch 25/100, Train Loss: 0.01739081718493253, Val Loss: 0.020366849675774575
Epoch 26/100, Train Loss: 0.017196652956772595, Val Loss: 0.0201526368688792
Epoch 27/100, Train Loss: 0.016997679055202754, Val Loss: 0.019935544449836015
Epoch 28/100, Train Loss: 0.016794715786818414, Val Loss: 0.019714625366032124
Epoch 29/100, Train Loss: 0.016588477566838265, Val Loss: 0.019489185009151696
Epoch 30/100, Train Loss: 0.016379807847552, Val Loss: 0.019263182142749427
Epoch 31/100, Train Loss: 0.016169794134330003, Val Loss: 0.019031364601105452
Epoch 32/100, Train Loss: 0.015960144344717264, Val Loss: 0.01879873630590737
Epoch 33/100, Train Loss: 0.015751071183476597, Val Loss: 0.01856502192094922
Epoch 34/100, Train Loss: 0.015545008210465313, Val Loss: 0.018336836285889148
Epoch 35/100, Train Loss: 0.015343935368582607, Val Loss: 0.018112781466916205
Epoch 36/100, Train Loss: 0.01515084044309333, Val Loss: 0.01789834499359131
Epoch 37/100, Train Loss: 0.014969436225946993, Val Loss: 0.01769530794583261
Epoch 38/100, Train Loss: 0.014803361468948424, Val Loss: 0.017506948271766305
Epoch 39/100, Train Loss: 0.014659806902054697, Val Loss: 0.017344177570194005
Epoch 40/100, Train Loss: 0.01454108078731224, Val Loss: 0.01721459535881877
Epoch 41/100, Train Loss: 0.014448525472544134, Val Loss: 0.01711284639313817
Epoch 42/100, Train Loss: 0.014383049041498452, Val Loss: 0.01702634450979531
Epoch 43/100, Train Loss: 0.014337550040800125, Val Loss: 0.016973563451319933
Epoch 44/100, Train Loss: 0.014308976943138986, Val Loss: 0.016937594469636677
Epoch 45/100, Train Loss: 0.014291722918860614, Val Loss: 0.016904980167746542
Epoch 46/100, Train Loss: 0.014278612758498638, Val Loss: 0.016888107461854814
Epoch 47/100, Train Loss: 0.014272419810295105, Val Loss: 0.01688005547039211
Epoch 48/100, Train Loss: 0.014269782309420408, Val Loss: 0.016870297035202386
Epoch 49/100, Train Loss: 0.014264386096037925, Val Loss: 0.01686186480335891
Epoch 50/100, Train Loss: 0.014260417057666928, Val Loss: 0.01685319632291794
Epoch 51/100, Train Loss: 0.01426197413355112, Val Loss: 0.01685733946040273
Epoch 52/100, Train Loss: 0.014258211620617658, Val Loss: 0.016853878535330297
Epoch 53/100, Train Loss: 0.014257724429480732, Val Loss: 0.016849252246320248
Epoch 54/100, Train Loss: 0.01426075771683827, Val Loss: 0.016847633626312017
Epoch 55/100, Train Loss: 0.014257279245648534, Val Loss: 0.01685644071549177
Epoch 56/100, Train Loss: 0.014259074351284652, Val Loss: 0.01685204915702343
Epoch 57/100, Train Loss: 0.0142582733836025, Val Loss: 0.016846372224390508
Epoch 58/100, Train Loss: 0.014260251342784613, Val Loss: 0.01685806061141193
Epoch 59/100, Train Loss: 0.014257008151616901, Val Loss: 0.016853282963857054
Epoch 60/100, Train Loss: 0.01425809943350032, Val Loss: 0.016857064766809343
Epoch 61/100, Train Loss: 0.014263087869621813, Val Loss: 0.0168521611392498
Epoch 62/100, Train Loss: 0.014270153634715826, Val Loss: 0.016849612183868885
Epoch 63/100, Train Loss: 0.014264080000575632, Val Loss: 0.016840691091492773
Epoch 64/100, Train Loss: 0.014263008190318942, Val Loss: 0.016851022886112333
Epoch 65/100, Train Loss: 0.01425895085092634, Val Loss: 0.0168453564774245
Epoch 66/100, Train Loss: 0.01425836103502661, Val Loss: 0.016855179518461227
Epoch 67/100, Train Loss: 0.014258380718529225, Val Loss: 0.01685693890787661
Epoch 68/100, Train Loss: 0.01426293572410941, Val Loss: 0.0168438863940537
Epoch 69/100, Train Loss: 0.014260174911469222, Val Loss: 0.01685256002470851
Epoch 70/100, Train Loss: 0.014261081381700933, Val Loss: 0.0168446705956012
Epoch 71/100, Train Loss: 0.014260927641298621, Val Loss: 0.016871131733059885
Epoch 72/100, Train Loss: 0.014264435656368733, Val Loss: 0.016849439330399035
Epoch 73/100, Train Loss: 0.014264454147778452, Val Loss: 0.016847226433455945
Epoch 74/100, Train Loss: 0.014262970369309187, Val Loss: 0.016837185341864826
Epoch 75/100, Train Loss: 0.014261944685131311, Val Loss: 0.01684467965736985
Epoch 76/100, Train Loss: 0.014263543291017413, Val Loss: 0.016854151897132397
Epoch 77/100, Train Loss: 0.014261009176261724, Val Loss: 0.016844666246324778
Epoch 78/100, Train Loss: 0.014265685905702413, Val Loss: 0.016830877857282756
Epoch 79/100, Train Loss: 0.014259089943952858, Val Loss: 0.016873720353469252
Epoch 80/100, Train Loss: 0.014265415840782225, Val Loss: 0.016854204135015607
Epoch 81/100, Train Loss: 0.01426692976616323, Val Loss: 0.016855412032455205
Epoch 82/100, Train Loss: 0.014266283579636364, Val Loss: 0.016852365117520095
Epoch 83/100, Train Loss: 0.014269433966837823, Val Loss: 0.01684378519654274
Epoch 84/100, Train Loss: 0.014264409113675356, Val Loss: 0.016890776259824634
Epoch 85/100, Train Loss: 0.014269478081259876, Val Loss: 0.01686764381825924
Epoch 86/100, Train Loss: 0.014268475351855159, Val Loss: 0.016861089477315544
Epoch 87/100, Train Loss: 0.014259260294493288, Val Loss: 0.016831187829375267
Epoch 88/100, Train Loss: 0.014288134009111672, Val Loss: 0.01684900317341089
Epoch 89/100, Train Loss: 0.014277438388671727, Val Loss: 0.016832149848341943
Epoch 90/100, Train Loss: 0.014284925395622849, Val Loss: 0.01685457555577159
Epoch 91/100, Train Loss: 0.01428019765065983, Val Loss: 0.016844966225326063
Epoch 92/100, Train Loss: 0.014283069188240915, Val Loss: 0.016838096845895052
Epoch 93/100, Train Loss: 0.01426474031759426, Val Loss: 0.016846263837069272
Epoch 94/100, Train Loss: 0.014276213119737804, Val Loss: 0.01686571800149977
Epoch 95/100, Train Loss: 0.01427662265021354, Val Loss: 0.016927220225334168
Epoch 96/100, Train Loss: 0.014271245272830128, Val Loss: 0.016831411588937042
Epoch 97/100, Train Loss: 0.01426950516877696, Val Loss: 0.0168351165112108
