Epoch 1/100, Train Loss: 580.1041555060307, Val Loss: 0.015094897970557212
Epoch 2/100, Train Loss: 0.01447209810372442, Val Loss: 0.011120404582470655
Epoch 3/100, Train Loss: 0.011284966287203133, Val Loss: 0.008672396233305336
Epoch 4/100, Train Loss: 0.009200882322620601, Val Loss: 0.00707825543358922
Epoch 5/100, Train Loss: 0.00795249244896695, Val Loss: 0.006339280428364873
Epoch 6/100, Train Loss: 0.007122692775446922, Val Loss: 0.006077432343736291
Epoch 7/100, Train Loss: 0.0069071699213236575, Val Loss: 0.005537372487597167
Epoch 8/100, Train Loss: 0.00588440676103346, Val Loss: 0.004958354197442532
Epoch 9/100, Train Loss: 0.0057903403043746944, Val Loss: 0.004875115621834993
Epoch 10/100, Train Loss: 0.00559245053329505, Val Loss: 0.004437062474898994
Epoch 11/100, Train Loss: 0.00477742757066153, Val Loss: 0.004004859803244471
Epoch 12/100, Train Loss: 0.0046328309818636625, Val Loss: 0.004742265143431723
Epoch 13/100, Train Loss: 0.004567104814341292, Val Loss: 0.0039727659802883866
Epoch 14/100, Train Loss: 0.004712034852709621, Val Loss: 0.003621886181645095
Epoch 15/100, Train Loss: 0.004134989093872718, Val Loss: 0.003596950597129762
Epoch 16/100, Train Loss: 0.004022979056462646, Val Loss: 0.0036775938561186194
Epoch 17/100, Train Loss: 0.004168260103906505, Val Loss: 0.003386459331959486
Epoch 18/100, Train Loss: 0.003995240688091144, Val Loss: 0.0032990552810952065
Epoch 19/100, Train Loss: 0.004520917817135341, Val Loss: 0.004034821530804038
Epoch 20/100, Train Loss: 0.003914345464436337, Val Loss: 0.0035104010719805958
Epoch 21/100, Train Loss: 0.0037101418839301913, Val Loss: 0.003551972825080156
Epoch 22/100, Train Loss: 0.003706856192438863, Val Loss: 0.0032508105062879623
Epoch 23/100, Train Loss: 0.003726602804963477, Val Loss: 0.0034362003952264786
Epoch 24/100, Train Loss: 0.00438605307484977, Val Loss: 0.003121307275723666
Epoch 25/100, Train Loss: 0.0034175884764408694, Val Loss: 0.0030340765486471357
Epoch 26/100, Train Loss: 0.00349895705410745, Val Loss: 0.002980768571142107
Epoch 27/100, Train Loss: 0.003524646808509715, Val Loss: 0.0028662688890472056
Epoch 28/100, Train Loss: 0.0035908366757212208, Val Loss: 0.0030115753901191057
Epoch 29/100, Train Loss: 0.0033255484967958182, Val Loss: 0.0028562838002108037
Epoch 30/100, Train Loss: 0.0032985179458046333, Val Loss: 0.002761772789526731
Epoch 31/100, Train Loss: 0.003182117460528389, Val Loss: 0.002774420406203717
Epoch 32/100, Train Loss: 0.0031128897692542525, Val Loss: 0.0027408144529908894
Epoch 33/100, Train Loss: 0.0034763793874299153, Val Loss: 0.0030138007714413106
Epoch 34/100, Train Loss: 0.003211211294401437, Val Loss: 0.00339982824632898
Epoch 35/100, Train Loss: 0.0033334490796551107, Val Loss: 0.0028280008817091586
Epoch 36/100, Train Loss: 0.003067028795485385, Val Loss: 0.0028109474130906167
Epoch 37/100, Train Loss: 0.0030834818945731967, Val Loss: 0.0026137315575033427
Epoch 38/100, Train Loss: 0.0029210353596135974, Val Loss: 0.0027456734352745114
Epoch 39/100, Train Loss: 0.0028887862822739407, Val Loss: 0.002564243257511407
Epoch 40/100, Train Loss: 0.0029079265968175606, Val Loss: 0.0030598881002515555
Epoch 41/100, Train Loss: 0.0033909355639480054, Val Loss: 0.003065893827006221
Epoch 42/100, Train Loss: 0.0029346110159531235, Val Loss: 0.0024518546159379186
Epoch 43/100, Train Loss: 0.002772290077409707, Val Loss: 0.002423774735070765
Epoch 44/100, Train Loss: 0.004715878072020132, Val Loss: 0.0036878347862511875
Epoch 45/100, Train Loss: 0.0032054701837478205, Val Loss: 0.0025893178186379372
Epoch 46/100, Train Loss: 0.0029174307541688905, Val Loss: 0.0025540519109927117
Epoch 47/100, Train Loss: 0.002702570424298756, Val Loss: 0.0023197193187661468
Epoch 48/100, Train Loss: 0.0026528920969576576, Val Loss: 0.0023614824237301944
Epoch 49/100, Train Loss: 0.002568573046592064, Val Loss: 0.002365097829606384
Epoch 50/100, Train Loss: 0.0028671657250379213, Val Loss: 0.002206342697609216
Epoch 51/100, Train Loss: 0.0032039823054219596, Val Loss: 0.0023324872576631606
Epoch 52/100, Train Loss: 0.0029798441758612172, Val Loss: 0.0022760933823883535
Epoch 53/100, Train Loss: 0.0024416559329256417, Val Loss: 0.0022883790312334894
Epoch 54/100, Train Loss: 0.0026515404833480716, Val Loss: 0.0024955298274289815
Epoch 55/100, Train Loss: 0.0024981871963245792, Val Loss: 0.0021650739235337824
Epoch 56/100, Train Loss: 0.002264697021455504, Val Loss: 0.0023188131256029008
Epoch 57/100, Train Loss: 0.002210669541382231, Val Loss: 0.0021097447141073646
Epoch 58/100, Train Loss: 0.0024390507995849476, Val Loss: 0.002190990278031677
Epoch 59/100, Train Loss: 0.0021944058252847754, Val Loss: 0.0019982559338677674
Epoch 60/100, Train Loss: 0.0022087101807119324, Val Loss: 0.002546138056786731
Epoch 61/100, Train Loss: 0.0024865788812167013, Val Loss: 0.007180044557899236
Epoch 62/100, Train Loss: 0.002575338353344705, Val Loss: 0.002535130870528519
Epoch 63/100, Train Loss: 0.002561894818209112, Val Loss: 0.0027113450737670064
Epoch 64/100, Train Loss: 0.0022450143288006074, Val Loss: 0.001891916951863095
Epoch 65/100, Train Loss: 0.002256229945924133, Val Loss: 0.0019027313368860633
Epoch 66/100, Train Loss: 0.001995996327023022, Val Loss: 0.001806884437100962
Epoch 67/100, Train Loss: 0.002273306204879191, Val Loss: 0.002004188165301457
Epoch 68/100, Train Loss: 0.0020298011100385338, Val Loss: 0.002713132225908339
Epoch 69/100, Train Loss: 0.003401381968869828, Val Loss: 0.002165653156116605
Epoch 70/100, Train Loss: 0.0032197263892157933, Val Loss: 0.0021450686699245125
Epoch 71/100, Train Loss: 0.0023722422795253804, Val Loss: 0.0018844542140141129
Epoch 72/100, Train Loss: 0.002582080395077355, Val Loss: 0.001975238404702395
Epoch 73/100, Train Loss: 0.002146698713186197, Val Loss: 0.0018842601915821434
Epoch 74/100, Train Loss: 0.0020801484506228008, Val Loss: 0.001737214153399691
Epoch 75/100, Train Loss: 0.0017503017857961821, Val Loss: 0.0016840821271762252
Epoch 76/100, Train Loss: 0.003717567926942138, Val Loss: 0.004070884669199586
Epoch 77/100, Train Loss: 0.0036711380258202552, Val Loss: 0.0021590848092455416
Epoch 78/100, Train Loss: 0.002937825068074744, Val Loss: 0.003217719243839383
Epoch 79/100, Train Loss: 0.0025987412899849006, Val Loss: 0.002457098374143243
Epoch 80/100, Train Loss: 0.002030244825000409, Val Loss: 0.0018719679722562432
Epoch 81/100, Train Loss: 0.0022108373427181505, Val Loss: 0.006352429676335305
Epoch 82/100, Train Loss: 0.002986624585755635, Val Loss: 0.0018091131118126214
Epoch 83/100, Train Loss: 0.001832009520730935, Val Loss: 0.0021370361489243804
Epoch 84/100, Train Loss: 0.001557770715735387, Val Loss: 0.0017273232038132846
Epoch 85/100, Train Loss: 0.0015471257422177587, Val Loss: 0.001622050158912316
