Epoch 1/100, Train Loss: 0.00889145144203212, Val Loss: 0.004971616982948035
Epoch 2/100, Train Loss: 0.004626924506737851, Val Loss: 0.004808497263584286
Epoch 3/100, Train Loss: 0.003803510860016104, Val Loss: 0.00425928111653775
Epoch 4/100, Train Loss: 0.003082990443799645, Val Loss: 0.002669903279747814
Epoch 5/100, Train Loss: 0.0019101568369660525, Val Loss: 0.0038754847948439418
Epoch 6/100, Train Loss: 0.002607426495087566, Val Loss: 0.0030937498575076463
Epoch 7/100, Train Loss: 0.0021024491703428793, Val Loss: 0.0009147557616233826
Epoch 8/100, Train Loss: 0.0017521041645522928, Val Loss: 0.0015879533300176263
Epoch 9/100, Train Loss: 0.0018147750486969016, Val Loss: 0.001886521668639034
Epoch 10/100, Train Loss: 0.001412023591256002, Val Loss: 0.0029140085610561074
Epoch 11/100, Train Loss: 0.0014337083238206106, Val Loss: 0.008495455037336796
Epoch 12/100, Train Loss: 0.0011606804577604635, Val Loss: 0.0016017532092519105
Epoch 13/100, Train Loss: 0.0010424835899175379, Val Loss: 0.0009472837747307494
Epoch 14/100, Train Loss: 0.0010536635631433456, Val Loss: 0.0013537026953417807
Epoch 15/100, Train Loss: 0.00204046005535929, Val Loss: 0.001550755533389747
Epoch 16/100, Train Loss: 0.0011149450715311105, Val Loss: 0.001507587730884552
Epoch 17/100, Train Loss: 0.0014640538618550635, Val Loss: 0.0010318397014634684
Epoch 18/100, Train Loss: 0.0014213190566078992, Val Loss: 0.0008233543005189859
Epoch 19/100, Train Loss: 0.0011547669582796516, Val Loss: 0.0010424850264098495
Epoch 20/100, Train Loss: 0.0010360628022317543, Val Loss: 0.0011706797016086056
Epoch 21/100, Train Loss: 0.0008556766192486976, Val Loss: 0.003637281763367355
Epoch 22/100, Train Loss: 0.0011551320431317435, Val Loss: 0.0014533491703332402
Epoch 23/100, Train Loss: 0.0005824817190659815, Val Loss: 0.0009677601890871301
Epoch 24/100, Train Loss: 0.0012696626420802203, Val Loss: 0.0016754639620194212
Epoch 25/100, Train Loss: 0.000825431349730934, Val Loss: 0.0020843005913775414
Epoch 26/100, Train Loss: 0.0008250775883061578, Val Loss: 0.0008562874229392037
Epoch 27/100, Train Loss: 0.0006947179276903625, Val Loss: 0.0023365035717142746
