Epoch 1/100, Train Loss: 0.009298638632753865, Val Loss: 0.006915805619210005
Epoch 2/100, Train Loss: 0.005479890422429889, Val Loss: 0.008149759387597441
Epoch 3/100, Train Loss: 0.004696615420107264, Val Loss: 0.00537914720363915
Epoch 4/100, Train Loss: 0.004168579704419244, Val Loss: 0.0031733059277758
Epoch 5/100, Train Loss: 0.003178614046482835, Val Loss: 0.0023599730874411763
Epoch 6/100, Train Loss: 0.0028527352766832335, Val Loss: 0.0026865126111079007
Epoch 7/100, Train Loss: 0.00331902780366363, Val Loss: 0.001958286998560652
Epoch 8/100, Train Loss: 0.002241392373398412, Val Loss: 0.0023297434486448765
Epoch 9/100, Train Loss: 0.0018110132979199988, Val Loss: 0.001929984546150081
Epoch 10/100, Train Loss: 0.0023061832352686907, Val Loss: 0.0015998098300769926
Epoch 11/100, Train Loss: 0.0019892688759136946, Val Loss: 0.001095221499854233
Epoch 12/100, Train Loss: 0.0016414035887282808, Val Loss: 0.001908757461933419
Epoch 13/100, Train Loss: 0.0018845603217050666, Val Loss: 0.001628487998386845
Epoch 14/100, Train Loss: 0.0016949853151163553, Val Loss: 0.0011190586583688855
Epoch 15/100, Train Loss: 0.0013928048679736093, Val Loss: 0.002424461089540273
Epoch 16/100, Train Loss: 0.0014344246176915475, Val Loss: 0.0013721509609604255
Epoch 17/100, Train Loss: 0.0018010226451588096, Val Loss: 0.004331920952536166
Epoch 18/100, Train Loss: 0.0011001369455334498, Val Loss: 0.0010134883498540148
Epoch 19/100, Train Loss: 0.0018299731699516998, Val Loss: 0.001999566925223917
Epoch 20/100, Train Loss: 0.0011372239805496065, Val Loss: 0.001650232833926566
Epoch 21/100, Train Loss: 0.0010011378894705558, Val Loss: 0.0007785864913603291
Epoch 22/100, Train Loss: 0.0009217681192967575, Val Loss: 0.018246086183935403
Epoch 23/100, Train Loss: 0.0013254730412154457, Val Loss: 0.0010531940538203344
Epoch 24/100, Train Loss: 0.001669099243445089, Val Loss: 0.0013901044196973089
Epoch 25/100, Train Loss: 0.0013419360585976393, Val Loss: 0.0017119003704283388
Epoch 26/100, Train Loss: 0.0013721294893912273, Val Loss: 0.00143741607083939
Epoch 27/100, Train Loss: 0.0015035892390005757, Val Loss: 0.0013569922070018948
Epoch 28/100, Train Loss: 0.0009465337551591801, Val Loss: 0.0008773853810271248
Epoch 29/100, Train Loss: 0.0011630240292288363, Val Loss: 0.004502539010718465
Epoch 30/100, Train Loss: 0.0014532864381908439, Val Loss: 0.00221207597758621
Epoch 31/100, Train Loss: 0.001146432444220409, Val Loss: 0.005799561711028218
Epoch 32/100, Train Loss: 0.0009007708894569077, Val Loss: 0.0023114195314701646
Epoch 33/100, Train Loss: 0.0015482230886846083, Val Loss: 0.0013192343397531658
Epoch 34/100, Train Loss: 0.0012345534775522538, Val Loss: 0.0013577156607061625
Epoch 35/100, Train Loss: 0.0008495685564776068, Val Loss: 0.0011578433736576699
Epoch 36/100, Train Loss: 0.0006723071213127696, Val Loss: 0.0008312460532761179
Epoch 37/100, Train Loss: 0.0010597015637540607, Val Loss: 0.0006622309811064042
Epoch 38/100, Train Loss: 0.0007167970822047209, Val Loss: 0.0011153251031646506
Epoch 39/100, Train Loss: 0.001011659519681416, Val Loss: 0.0020404084597248585
Epoch 40/100, Train Loss: 0.0009899953686908702, Val Loss: 0.0021210257936036215
Epoch 41/100, Train Loss: 0.0013735068009555107, Val Loss: 0.0013513253920245916
Epoch 42/100, Train Loss: 0.0013548664742847904, Val Loss: 0.0017303287214599549
Epoch 43/100, Train Loss: 0.00071899179230968, Val Loss: 0.0005501525498402771
Epoch 44/100, Train Loss: 0.0005940306230695569, Val Loss: 0.001870524814876262
Epoch 45/100, Train Loss: 0.0006675197830918478, Val Loss: 0.000686250501894392
Epoch 46/100, Train Loss: 0.0010346600650154869, Val Loss: 0.001023015383107122
Epoch 47/100, Train Loss: 0.0006759704064097605, Val Loss: 0.0008345731001463719
Epoch 48/100, Train Loss: 0.0006615857141878223, Val Loss: 0.0009389501466648653
Epoch 49/100, Train Loss: 0.0006229890402028104, Val Loss: 0.0014199505816213786
Epoch 50/100, Train Loss: 0.0016923514157679165, Val Loss: 0.0032682115817442535
Epoch 51/100, Train Loss: 0.0010612089952337556, Val Loss: 0.0010053794656414538
Epoch 52/100, Train Loss: 0.0008059513162879738, Val Loss: 0.0012549222342204303
Epoch 53/100, Train Loss: 0.0007066633101203479, Val Loss: 0.0009953735457384027
Epoch 54/100, Train Loss: 0.001005235235497821, Val Loss: 0.0010046003834577278
Epoch 55/100, Train Loss: 0.0007685163863061462, Val Loss: 0.0010352334022172727
Epoch 56/100, Train Loss: 0.000618255431036232, Val Loss: 0.0006181675553671084
Epoch 57/100, Train Loss: 0.0009091948285276885, Val Loss: 0.0008568841927626636
Epoch 58/100, Train Loss: 0.0014169532095547766, Val Loss: 0.001324621730018407
Epoch 59/100, Train Loss: 0.0008509229814444553, Val Loss: 0.0019459924423426856
Epoch 60/100, Train Loss: 0.0005203916941536591, Val Loss: 0.0006899894899106585
Epoch 61/100, Train Loss: 0.0006890202467548079, Val Loss: 0.00042386700195493174
Epoch 62/100, Train Loss: 0.0007680275321763475, Val Loss: 0.0005823120224522426
Epoch 63/100, Train Loss: 0.0008168230835508439, Val Loss: 0.0014673447055974975
Epoch 64/100, Train Loss: 0.0005113989084202331, Val Loss: 0.0006870895007159561
Epoch 65/100, Train Loss: 0.000433750866286573, Val Loss: 0.0007620913707069121
Epoch 66/100, Train Loss: 0.0007840610653147451, Val Loss: 0.0012090704188449308
Epoch 67/100, Train Loss: 0.000519448630802799, Val Loss: 0.0004056617835885845
Epoch 68/100, Train Loss: 0.0006558278944066842, Val Loss: 0.00046556861605495214
Epoch 69/100, Train Loss: 0.000765426317739184, Val Loss: 0.001112626678950619
Epoch 70/100, Train Loss: 0.0006498921996171702, Val Loss: 0.0008477531705284491
Epoch 71/100, Train Loss: 0.0006787768408685225, Val Loss: 0.001444871421554126
Epoch 72/100, Train Loss: 0.0007124241249039187, Val Loss: 0.0006962710671359673
Epoch 73/100, Train Loss: 0.00044354462654155213, Val Loss: 0.000730500138743082
Epoch 74/100, Train Loss: 0.0006246765937612509, Val Loss: 0.0010930600939900615
Epoch 75/100, Train Loss: 0.00034401668144710127, Val Loss: 0.0014811539696529508
Epoch 76/100, Train Loss: 0.0005058153349818895, Val Loss: 0.0007649974375090096
Epoch 77/100, Train Loss: 0.00032778041177152775, Val Loss: 0.000724523653043434
Epoch 78/100, Train Loss: 0.00042639198965844117, Val Loss: 0.0009111557868891395
Epoch 79/100, Train Loss: 0.00047165601503365904, Val Loss: 0.0007562730996869504
Epoch 80/100, Train Loss: 0.0007404972679069033, Val Loss: 0.0010347470607666763
Epoch 81/100, Train Loss: 0.0004900868241020362, Val Loss: 0.0005667291185818612
Epoch 82/100, Train Loss: 0.0005257735348277492, Val Loss: 0.0011326800420647487
Epoch 83/100, Train Loss: 0.0006788842702371766, Val Loss: 0.0011922808882081882
Epoch 84/100, Train Loss: 0.00048623516024235867, Val Loss: 0.0009256643333355896
Epoch 85/100, Train Loss: 0.0004083392584652756, Val Loss: 0.0008172360333264805
Epoch 86/100, Train Loss: 0.0002679764646927651, Val Loss: 0.00091007179042208
Epoch 87/100, Train Loss: 0.00040361885010497644, Val Loss: 0.001909599329228513
Epoch 88/100, Train Loss: 0.000299912388818484, Val Loss: 0.0004065338632062776
Epoch 89/100, Train Loss: 0.0003626109028846258, Val Loss: 0.0007464318853453733
Epoch 90/100, Train Loss: 0.00030049409293496864, Val Loss: 0.0011425224420963786
Epoch 91/100, Train Loss: 0.000539492187781434, Val Loss: 0.0013395614695036783
Epoch 92/100, Train Loss: 0.0006071455880737631, Val Loss: 0.000914266858890187
Epoch 93/100, Train Loss: 0.0004922537521269987, Val Loss: 0.0013062068658473436
Epoch 94/100, Train Loss: 0.0005060145920651848, Val Loss: 0.0018355845677433535
Epoch 95/100, Train Loss: 0.0005125959275028435, Val Loss: 0.0011101030081044883
Epoch 96/100, Train Loss: 0.0006221168220872642, Val Loss: 0.0008832370521849953
Epoch 97/100, Train Loss: 0.0006950835292445844, Val Loss: 0.0006113530267612078
Epoch 98/100, Train Loss: 0.0004136195540195331, Val Loss: 0.0007988321884477046
Epoch 99/100, Train Loss: 0.0006872710603420273, Val Loss: 0.001008289823657833
Epoch 100/100, Train Loss: 0.0004813420320351725, Val Loss: 0.0007896405859355582
